ID,EADC_IAC,FY,SIC,SALES,EMPLOYEES,PLANT_AREA,PRODUCTS,PRODUNITS,PRODLEVEL,PRODHOURS,NUMARS,SOURC_ELEC,USAGE_ELEC,COST_ELEC,USAGE_DEMD,COST_DEMD,ELECT_FEES,USAGE_NAT,COST_NAT,USAGE_LPG,COST_LPG,USAGE_FO1,COST_FO1,USAGE_FO2,COST_FO2,USAGE_FO4,COST_FO4,USAGE_FO6,COST_FO6,USAGE_COAL,COST_COAL,USAGE_WOOD,COST_WOOD,USAGE_PAPR,COST_PAPER,USAGE_OGAS,COST_OGAS,USAGE_OTHE,COST_OTHER,NRGCOSTTOT,TOT_WATER,COST_WATER,TOT_NHAZL,COST_NHAZL,TOT_HAZL,COST_HAZL,TOT_NHSW,COST_NHSW,TOT_HAZSW,COST_HAZSW,TOT_GASW,COST_GASW,WSTCOSTTOT,STATE,NAICS
WV0452,WV,2012,3585,175000000,375,600000,commercial chillers,1,2500,6000,,123615.9902,12059976,724679,66156,70695,5093,60887,325217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,333415
WV0451,WV,2012,3743,24000000,37,219000,Rail Joints,3,30771,4160,,33726.93727,3290400,220391,10824,59755,0,9011,67150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,336510
WV0450,WV,2012,2865,93000000,55,696960,coal tar pitch and creosote solutions,3,187393,8760,,118296.433,11541000,731248,0,0,0,200931,1287994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300388,2233606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,325192
WV0449,WV,2012,3955,44000000,98,88000,MICR toner and ribbons for printers,2,830000,3952,,32223.60599,3143735,210901,10801,66569,7025,5111,46865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,339944
WV0448,WV,2012,2819,30000000,68,43000,plastic bottles and technology assistance,3,100,6240,,12351.78352,1205040,105697,4901,31047,0,3688,26299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,325998
WV0447,WV,2012,2816,45000000,112,90000,Metallic Pigment,2,7000000,8568,,89800.73801,8760960,699279,23409,153326,0,9381,28554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,325131
WV0446,WV,2012,2087,100000000,200,110000,Flavors,2,10000000,8568,,99008.81509,9659300,924720,19071,45961,0,59431,414297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,311930
WV0445,WV,2012,3089,70000000,175,165000,Vinyl Siding,2,60000000,4368,,131452.6343,12824519,511119,26418,359203,0,6331,55733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326199
WV0444,WV,2012,2491,40000000,63,10000,Treated Railroad Ties,0,3415565,8568,,32220.1517,3143398,121621,8281,122503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,321114
WV0443,WV,2012,3089,120000000,565,425000,Automobile Plastic Parts,2,120000000,8064,,323987.4539,31608216,1996901,63092,504774,0,148210,878400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326199
WV0442,WV,2012,3317,40000000,136,175000,Welded Steel Pipes,2,26000000,8008,,24645.84871,2404449,93100,7589,108591,7121,11152,86576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332996
WV0441,WV,2012,3262,527000000,350,603332,Glass Ovenware and Bakeware,2,21840000,8760,,609931.5498,59504922,3750349,0,0,0,478077,2635159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332214
WV0440,WV,2012,3089,20000000,74,102500,Plastic injection molded containers,2,14400000,5760,,91104.5818,8888163,490682,21758,259185,1200,10652,100324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326199
WV0439,WV,2011,2673,30000000,250,180000,food grade plastic containers and covers,1,90000000,8760,,336927.0603,32870604,1273079,57162,793166,0,19728,103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326111
WV0438,WV,2011,3341,38000000,74,200000,Recycled Aluminum,2,366000000,8760,,112108.5998,10937315,416750,18579,269285,0,131229,711804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,331314
WV0437,WV,2011,3442,7500000,200,350000,Storm Doors,1,750000,4500,,34430.54531,3359044,202367,9674,77296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652,29584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332321
WV0436,WV,2011,3399,60000000,110,168000,Precious metals,2,1000000,8760,,76629.7663,7476000,457286,15048,117468,0,38996,297304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,331419
WV0435,WV,2011,3089,5000000,21,122000,Plastic injection molded products,2,300000,2040,,11881.91882,1159200,69530,6442,50246,0,4106,33283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326199
WV0434,WV,2011,3061,14000000,82,135000,Rubber Goods,2,3351453,2450,,40209.10209,3922800,286321,15618,101011,0,16203,143491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326291
WV0433,WV,2011,3479,60000000,50,63000,Copper alloy strips,2,24000000,6000,,28955.71956,2824920,114445,6392,130447,0,8427,53235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332323
WV0432,WV,2011,2421,10000000,42,100000,Lumber,0,8000000,2000,,22087.52563,2154859,87789,8521,111455,0,17248,177303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,321113
WV0431,WV,2011,3545,20000000,250,74000,Cutting Tools,1,1820000,8712,,106385.1886,10378939,804089,0,0,0,3181,8404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332212
WV0430,WV,2011,2431,38000000,185,320000,interior design display walls ,0,40000000,4030,,76836.21361,7496141,725123,0,0,0,57529.67,479870.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,321918
WV0429,WV,2011,2038,60000000,220,70000,frozen food products,1,1000000,4420,,31153.74129,3039359,202342,4989,37924,4966,2503,28560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,311412
WV0428,WV,2011,3431,30000000,100,200000,Nickel products and Extruded tubes,2,44100000,7200,,536777.3678,52368000,1521814,128616,1707695,0,180477,1087252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332312
WV0427,WV,2011,3542,126000000,272,332940,casting and mechanical metal forming presses,1,13000,7280,,198095.8282,19326229,852859,15102,143025,38879,48370,333347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,333513
WV0426,WV,2011,3089,13000000,72,90000,glass and vinyl windows,1,52000,2184,,9510.844608,927878,83225,0,0,0,4215,40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,326199
WV0425,WV,2011,3645,160000000,401,520000,Lamp Products,1,500000000,8400,,281578.4953,27470798,647790,47713,407019,0,171617,1714379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,335121
WV0424,WV,2011,3321,4600000,45,68000,Gray Cast Iron,2,4830211,1632,,18869.6597,1840924,166367,0,0,210,5130.4,61967.92,0,0,0,0,0,0,0,0,0,0,8629,142290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,331511
WV0423,WV,2011,3728,75000000,130,60000,"fuel, air and hydraulic aircraft valves",1,20000000,5304,,22736.00861,2218125,156495,7198,46887,0,1074.3,11051.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332912
WV0422,WV,2011,2821,40000000,78,300000,Recycled Rubber Polymers,2,80000000,7200,,58271.83272,5685000,393153,15500,124001,8424,13788,106532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,325211
WV0421,WV,2011,3483,20000000,125,100000,Projectiles,2,3500000,7488,,35125.05125,3426800,329076,9568,62001,0,10274,95969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,332993
WV0420,WV,2011,3728,115000000,370,14700,aircraft de-icing systems,1,115000000,8760,,50222.21197,4899679,125492,12419,137023,0,27472,331669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,336413
WV0419,WV,2010,3612,80000000,311,700000,Transformers,1,130,3744,,138084.8093,13471554,554848,33497,177315,1838,73846,737772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,335311
WV0418,WV,2010,3262,100000000,800,1595558,Clay Products,1,21600000,8736,18,213199.057,20799700,597785,45643,598676,0,472336,3198041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394502,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,327112
WV0417,WV,2010,3087,30000000,120,200000,Thermoplastics resins,2,25000000,6000,10,120392,11745600,728201,26956,215647,0,14148,165514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109362,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,325991
WV0416,WV,2010,2891,150000000,80,100000,fuel and oil additives ,0,6500000,8760,11,53800.73801,5248800,334145,10346,67047,0,26892,295121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694873,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,325520
WV0415,WV,2010,3465,25000000,160,250000,Automotive Stampings,2,64000000,6000,12,88683,8652000,586322,23021,184170,0,18667,192665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963157,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,336370
WV0414,WV,2010,3559,25000000,92,120000,PVC fill media for cooling tower and waste water treatment,2,22000000,4160,14,46853.04428,4570983,180561,15498,165446,0,4461,48630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394048,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,333999
WV0413,WV,2010,3442,120000000,900,900000,aluminium windows and doors,5,2160,6120,16,228766,22318638,1622448,0,0,0,127004,662877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285325,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,332321
WV0412,WV,2010,2035,130000000,200,250000,Salad Dressings,0,14000000,7488,9,51132,4988460,312101,9899,58701,0,25476,291375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662177,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,311941
WV0411,WV,2010,3562,65000000,250,136635,Locomotive and Aerospace Bearings,1,100000,6240,4,155964,15216000,431730,28680,369284,3420,29636,302309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106743,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,332991
WV0410,WV,2010,3672,20000000,104,65000,Printed Circuit Board,1,1000000,4590,11,27233,2656830,275922,5451,13274,0,1469,15912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305108,0,0,0,0,0,0,0,0,0,0,0,0,0,MD,334412
WV0409,WV,2010,3089,9000000,100,55000,Plastic Injection Molded Products,2,2000000,6000,12,23224.16974,2265750,140741,6059,84354,1200,467,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230977,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,333511
WV0408,WV,2010,3714,75000000,180,210000,Auto Metal Stampings and Welded Components for Automation Industries,1,500000,4250,13,42510,4147332,266226,11538,126980,-3138,15805,153339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543407,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,336370
WV0407,WV,2010,2869,10000000,210,457000,organo functional silanes,2,38000000,8760,10,564810,55103450,1655601,88405,877398,0,560430,4177623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710622,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,325199
WV0406,WV,2010,3496,300000000,65,106165,Galvanized Steel,3,300000,8312,6,96284,9393600,616823,23875,157075,288,226896,2644248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418434,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,332812
WV0405,WV,2010,3089,15000000,75,100000,Window Balance Systems,1,20000000,4080,11,17924.04674,1748670,156442,6346,16974,988,0,0,1130,28289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202693,0,0,0,0,0,0,0,0,0,0,0,0,0,MD,326199
WV0404,WV,2010,3297,19500000,165,263270,Ceramic Brick Refractory,3,4875,8760,8,160874,15695025,697275,0,0,0,338719,2598207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295482,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,327125
WV0403,WV,2010,2899,260000000,176,368650,Chemical Polymers and Blends,2,20000000,6240,11,70040,6833122,543841,17388,29690,0,32113,119714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693245,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,325188
WV0402,WV,2010,2732,60000000,170,370000,Printed Materials,0,45000000,7800,7,136481,13315200,364498,24261,316110,0,28486,427045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107653,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,323117
WV0401,WV,2010,2631,40000000,200,250000,Paper Board,3,12000,8760,14,167452,16336800,641649,30396,510871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26944,336544,0,0,1489064,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,322130
WV0400,WV,2010,2821,54000000,174,17000,Thermoplastic hoses and tubing,6,13000,6240,17,86105.61706,8400464,420895,17363,222123,0,10808,87875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972579,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,325211
WV0399,WV,2010,2435,40000000,221,190375,Core Veneer,0,175000000,8400,13,236419,23065269,624450,41983,563339,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188873,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,321211
WV0398,WV,2009,3496,300000000,65,106160,Galvanized steel sheet,3,300000,8312,17,96284,9393600,616823,23875,157075,288,226896,2644248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418434,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,332812
WV0397,WV,2009,2834,300000000,2100,1459343,Pharmaceutical Pills,0,50000000,6240,11,484623,47280339,1289601,86041,620337,37635,165952,1514630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462203,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,325412
WV0396,WV,2009,2631,15000000,85,160000,Recycled paper board,3,35000,7200,14,193464,18874575,517419,36732,441292,0,0,0,0,0,0,0,0,0,0,0,0,0,215964,918051,0,0,0,0,0,0,0,0,1876762,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,322130
WV0395,WV,2009,2911,200000000,140,5227200,"White Oils, Waxes and Petrolatums",5,50000,8760,10,294909,28771600,1082729,53701,484753,0,582079,5558854,0,0,0,0,0,0,0,0,462008,3404433,0,0,0,0,0,0,0,0,0,0,10530769,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,324191
WV0394,WV,2009,3728,115000000,370,14700,aircraft de-icing systems,0,115000000,6000,15,50222,4899679,125942,12419,137023,250,27472,331669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594884,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,336413
WV0393,WV,2009,2591,90000000,532,380000,Drapery Hardware & Blinds & Shades,0,1000000,4680,13,37706,3678654,324245,9076,97825,1647,4569,60260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483977,0,0,0,0,0,0,0,0,0,0,0,0,0,MD,314121
WV0392,WV,2009,2759,3000000,400,180000,Printed Books and Forms,2,40000000,8760,11,65371,6377640,358018,13197,88023,1095,2080,26224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473360,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,323119
WV0391,WV,2009,3272,50000000,180,189154,Precast Concrete,0,93400,5060,10,33382,3256768,135840,8854,69805,567,26363,353514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559726,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,238120
WV0390,WV,2009,3562,65000000,250,136635,Locomotive and Aerospace Bearings,1,100000,6240,13,155964,15216000,431730,28680,369284,3420,29636,302309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106743,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,332991
WV0389,WV,2009,3826,60000000,270,150000,Chromatography Columns and Accessories,1,640000,6240,14,45445,4433633,227041,9417,42207,0,6108,75820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345068,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,334513
WV0388,WV,2009,3716,43000000,300,286000,Recreational Vehicles,1,950,2000,13,27052,2639232,101746,10024,75051,2689,16217,189941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369427,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,336213
WV0387,WV,2009,2392,80000000,237,190000,Bed Pillows,2,3500000,4680,12,28542,2784600,224789,6167.3,41017,413,7411,104346.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370565.56,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,314129
WV0386,WV,2008,2426,14000000,31,45000,Hardwood Flooring,6,2500,2184,13,14663,1430536,78853,7430,51958,1003,0,0,0,0,0,0,6222,132080.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263894.02,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,321918
WV0385,WV,2008,3559,22000000,185,330000,Industrial Material Handling Products,1,1000000,8760,14,78888,7696391,444969,16644,159359,0,17248,188846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793174,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,337215
WV0384,WV,2008,2048,75000000,36,22000,Poultry Feed,3,416000,6864,10,114047,11126556,452545,25212,160379,1044,51814,523823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137791,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,311119
WV0383,WV,2008,2869,18000000,415,175000,Newspaper,3,310,6570,12,75065,7323380,209285,17683,202279,0,5610,67019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478583,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,325998
WV0382,WV,2008,2869,30000000,36,200000,"BHT, MBMC Anti-oxidants",2,2500000,8760,15,67494,6584767,304899,10095,60077,3852,189209,1583617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952445,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,325998
WV0381,WV,2008,2431,38000000,185,320000,Interior Design Display Walls,0,40000000,4030,16,76835,7496141,725123,0,0,1520,57529.67,479938.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206581.9,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,321918
WV0380,WV,2008,3451,25000000,128,192000,Pipe plugs and Reducer pushings,1,60000000,5460,14,21863,2133000,127318,5245,64210,0,3577,41135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232663,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,332721
WV0379,WV,2008,3532,100000000,100,120000,Chain assemblies,2,10800000,8760,15,58389,5696523,261138,11585,78237,3510,25599,259908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602793,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,333131
WV0378,WV,2008,3499,12000000,125,134,Rolling Ladder Stands,1,15000,4160,8,15602,1522149,110856,5360,36670,0,16845,206948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354474,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,332999
WV0377,WV,2008,2086,15000000,120,230000,Carbonated and non carbonated beverages,0,3000000,7248,12,75437,7359740,331374,17044,117607,3223,73795,654056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106260,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,311930
WV0376,WV,2008,3643,22000000,33,131069,Electrical Connectors,1,300000,6110,15,27205,2654107,116296,7519,56309,4958,12340,102393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279956,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,334417
WV0375,WV,2008,3366,100000000,100,287000,Copper sheet and bus bars,3,108625,8568,19,445836,43496231,2475087,86066,683263,288,440917,3943228.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101866.82,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,331411
WV0374,WV,2008,3545,20000000,250,74000,Cutting Tools,1,1820000,8712,12,106385,10379000,804089,0,0,0,3180.9,7174.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811263.76,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,332212
WV0373,WV,2008,3545,26000000,67,42795,Solid Carbide Rotary Cutting Tool,1,97200,7488,10,33079,3227200,129574,5470,65782,0,1145,15627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210983,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,332212
WV0372,WV,2008,3724,200000000,525,184000,Rebuilt aircraft engines,1,400,6864,10,105526,10295194,261863,20717,200039,2434,33861,377148.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841484.83,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,336412
WV0371,WV,2008,3479,350000000,150,160000,Galvanized Steel,3,700000,8760,11,602686,58798678,1447260,116784,772077,0,592909,5097957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7317294,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,332812
WV0370,WV,2008,2759,175000000,900,1600000,printed material,0,1.657E+11,8760,6,1094689,106798943,2482179,192704,1384046,0,573353,5671955.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9538180.37,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,323119
WV0369,WV,2008,3612,80000000,311,700000,Transformers,1,130,3744,20,138083,13471510,554848,33497,177315,1838,73846,737772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471773,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,335311
WV0368,WV,2008,3944,1200000,25,45000,Marbles,2,850000,2080,6,1933,188576,6951,787,5775,1153,10781,103107.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116986.53,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,339932
WV0367,WV,2008,2421,25000000,175,40000,Lumber,0,18000000,2678,8,127628,12451472,369024,30526,265701,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635131,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,321113
WV0366,WV,2007,3564,10000000,107,90000,Fans and Blowers for HVAC units,1,3000000,4000,16,24945,2433655,161185,5260,66074,0,2478,39543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266802,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,333412
WV0365,WV,2007,2611,120000000,118,174240,pulp for the paper industry,3,241500,8256,11,1848482,180339685,4133785,271336,1971865,0,1054917,9961040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16066690,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,322110
WV0364,WV,2007,3599,80000000,394,80000000,"Sprockets, Gears, Connecting Rods",2,48000000,6000,13,605030,59027346,1478639,110990,1011123,28130,12019,144296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662188,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,332710
WV0363,WV,2007,3993,22500000,130,100000,Printed Signs and Decals for Vending Machines,1,1080000,6240,10,34150,3331756,209286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,31114,240400,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,323113
WV0362,WV,2007,3296,15000000,125,110000,Fiber Glass Media,2,14000000,8568,14,33558,3273953,90457,5437,52973,5475,94941,991322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140227,0,0,0,0,0,0,0,0,0,0,0,0,0,WV,327993
WV0361,WV,2007,3624,8000000,51,56000,"graphite tubes and rods, graphitized powder, ceramic components/parts an",2,1000000,8760,8,78536,7662036,89475,15777,114407,9170,51144,443955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657007,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,335991
WV0360,WV,2007,3944,8000000,60,600000,"Decorative metal sheets, toys",0,42000000,4160,11,49658,4844700,184725,14436,288720,6862,88042,814023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294330,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,339931
